Id,SalePrice
1461,124144.01
1462,163796.66
1463,177323.75
1464,196879.98
1465,187549.84
1466,170687.92
1467,179821.67
1468,168637.58
1469,178088.08
1470,127550.98
1471,184981.27
1472,97675.46
1473,99444.09
1474,143408.19
1475,114993.93
1476,387691.7
1477,262975.8
1478,278161.03
1479,290146.22
1480,512346.38
1481,348650.6
1482,216175.92
1483,176004.56
1484,166934.73
1485,184513.48
1486,195129.44
1487,366721.8
1488,234472.42
1489,195469.34
1490,233005.44
1491,185046.36
1492,99277.8
1493,179069.89
1494,295730.3
1495,285843.56
1496,228964.88
1497,185070.02
1498,168893.66
1499,158553.05
1500,156994.1
1501,180074.97
1502,142616.86
1503,281946.56
1504,249903.03
1505,224018.67
1506,194780.28
1507,234286.89
1508,195477.36
1509,170625.75
1510,146885.75
1511,153302.36
1512,166265.36
1513,137703.11
1514,161662.34
1515,191969.27
1516,158547.0
1517,165594.89
1518,123900.71
1519,219691.62
1520,139162.56
1521,143501.34
1522,168745.69
1523,112922.02
1524,131006.586
1525,124912.14
1526,104494.68
1527,101237.13
1528,142857.53
1529,161395.39
1530,175030.2
1531,101154.42
1532,92711.19
1533,144612.64
1534,127496.61
1535,166453.2
1536,111960.695
1537,64491.54
1538,162946.75
1539,204187.56
1540,98855.3
1541,154072.86
1542,137555.19
1543,217547.94
1544,87356.3
1545,105605.805
1546,133858.02
1547,129201.664
1548,144003.52
1549,121075.23
1550,128077.06
1551,109069.65
1552,147238.34
1553,151492.2
1554,120008.66
1555,169577.64
1556,89022.01
1557,100982.664
1558,98936.03
1559,82209.89
1560,134679.06
1561,128105.52
1562,123307.664
1563,122023.086
1564,157594.28
1565,144621.75
1566,246753.55
1567,76166.85
1568,252041.1
1569,147456.16
1570,142306.16
1571,130652.87
1572,145040.94
1573,260888.78
1574,115667.27
1575,228333.81
1576,231618.77
1577,193357.58
1578,138110.16
1579,150777.16
1580,192000.75
1581,145478.98
1582,125224.63
1583,308158.8
1584,230121.8
1585,143406.14
1586,68817.71
1587,95363.87
1588,162478.75
1589,97745.81
1590,132619.38
1591,95697.95
1592,124853.664
1593,123347.89
1594,145197.47
1595,111511.12
1596,240604.6
1597,215013.42
1598,224657.1
1599,169667.27
1600,164476.0
1601,66037.914
1602,113694.97
1603,77987.82
1604,272601.72
1605,251610.48
1606,162888.02
1607,165926.7
1608,212071.34
1609,193190.78
1610,166730.92
1611,135056.42
1612,166418.77
1613,156145.83
1614,125570.25
1615,92739.664
1616,78034.47
1617,92348.33
1618,125848.26
1619,150176.3
1620,159962.95
1621,136586.8
1622,141899.6
1623,270126.9
1624,211513.67
1625,116828.99
1626,152795.0
1627,191703.81
1628,282350.44
1629,183955.81
1630,372685.2
1631,231954.55
1632,248279.38
1633,161310.9
1634,193977.05
1635,173963.5
1636,155026.47
1637,209310.6
1638,193359.06
1639,173670.6
1640,288345.78
1641,180635.88
1642,244330.88
1643,238466.64
1644,234343.2
1645,198102.69
1646,163572.34
1647,156342.38
1648,132747.44
1649,148049.38
1650,111603.46
1651,126939.85
1652,100057.3
1653,101604.87
1654,149722.98
1655,146424.64
1656,140395.08
1657,156017.53
1658,138359.7
1659,121294.234
1660,149901.56
1661,496401.3
1662,437798.62
1663,414536.97
1664,512991.25
1665,321622.94
1666,372440.38
1667,451584.72
1668,350733.94
1669,290028.38
1670,355469.16
1671,271568.72
1672,435254.2
1673,315873.0
1674,243928.56
1675,194126.39
1676,188447.19
1677,230205.0
1678,470460.9
1679,410158.22
1680,344594.28
1681,246159.12
1682,322596.44
1683,185637.27
1684,174552.3
1685,169519.27
1686,171131.42
1687,168874.97
1688,190998.31
1689,199088.31
1690,194098.62
1691,181394.4
1692,274803.2
1693,171880.86
1694,188468.03
1695,162657.81
1696,287098.66
1697,173299.98
1698,394187.72
1699,332621.28
1700,271227.84
1701,266710.6
1702,257250.75
1703,236225.56
1704,294835.38
1705,230352.12
1706,475609.03
1707,215940.2
1708,205272.53
1709,287282.72
1710,231645.05
1711,270354.97
1712,261182.03
1713,278625.38
1714,230915.2
1715,209510.7
1716,189288.7
1717,176926.28
1718,132273.03
1719,210539.02
1720,246692.84
1721,173083.78
1722,131162.72
1723,162455.5
1724,199102.17
1725,243367.4
1726,187545.19
1727,153285.11
1728,184735.16
1729,171337.84
1730,159966.9
1731,118232.07
1732,132916.67
1733,112824.07
1734,111946.7
1735,132990.1
1736,111984.4
1737,323699.1
1738,236055.98
1739,257101.64
1740,212439.34
1741,181575.61
1742,180581.27
1743,173225.64
1744,315674.22
1745,229747.48
1746,189874.31
1747,225022.89
1748,233338.33
1749,152445.97
1750,115517.57
1751,247194.47
1752,117234.03
1753,145037.34
1754,184478.11
1755,172698.12
1756,133729.78
1757,119927.195
1758,149398.48
1759,168589.5
1760,161822.3
1761,136245.05
1762,180132.34
1763,177914.77
1764,113121.54
1765,163553.0
1766,172725.14
1767,206757.27
1768,147645.97
1769,169437.48
1770,142836.28
1771,113165.88
1772,125742.086
1773,120776.08
1774,134596.62
1775,145105.0
1776,136094.27
1777,109833.51
1778,132987.81
1779,118440.4
1780,188020.48
1781,126027.695
1782,80228.34
1783,148872.97
1784,104005.73
1785,128408.13
1786,133094.0
1787,162009.92
1788,62126.457
1789,99010.5
1790,78165.04
1791,173028.0
1792,152637.28
1793,129277.586
1794,145675.84
1795,140827.55
1796,127235.586
1797,112176.16
1798,122674.75
1799,117310.08
1800,130497.33
1801,139651.28
1802,133604.1
1803,140763.1
1804,143920.19
1805,140469.95
1806,124690.41
1807,136484.98
1808,123223.85
1809,124227.734
1810,144440.22
1811,91441.55
1812,95785.79
1813,125435.12
1814,92196.53
1815,54555.344
1816,93697.82
1817,102733.555
1818,153636.78
1819,128336.27
1820,55318.21
1821,110722.5
1822,154617.92
1823,43474.12
1824,131117.45
1825,138770.55
1826,112154.87
1827,99759.08
1828,131660.0
1829,110328.81
1830,148467.75
1831,146628.8
1832,86033.55
1833,132622.8
1834,127309.984
1835,132819.36
1836,120182.98
1837,82011.23
1838,133544.47
1839,92271.56
1840,142004.64
1841,138456.98
1842,82142.88
1843,122459.09
1844,135176.66
1845,137691.28
1846,149936.45
1847,177793.31
1848,52378.574
1849,115372.68
1850,115334.29
1851,159797.97
1852,127078.42
1853,135593.56
1854,167644.69
1855,142447.36
1856,220090.48
1857,169440.72
1858,138099.75
1859,118938.555
1860,142570.1
1861,117615.9
1862,299656.06
1863,285716.03
1864,284876.66
1865,317594.44
1866,332050.47
1867,225716.27
1868,319558.9
1869,200855.2
1870,228652.17
1871,250842.84
1872,170986.89
1873,252028.36
1874,147404.12
1875,210818.69
1876,199039.89
1877,211054.86
1878,188754.03
1879,129569.74
1880,136823.42
1881,249732.2
1882,257641.12
